Name,Province,Climate_ID,Station_ID,Latitude,Longitude,Elevation
BAMFIELD_EAST,BRITISH_COLUMBIA,1030605,231,48.83,-125.12,4
BAMFIELD_WEST,BRITISH_COLUMBIA,1030610,232,48.83,-125.15,3
BENSON_LAKE,BRITISH_COLUMBIA,1030850,233,50.37,-127.23,144.8
BULL_HARBOUR,BRITISH_COLUMBIA,1031110,234,50.92,-127.95,13.7
CAPE_BEALE_LIGHT,BRITISH_COLUMBIA,1031316,235,48.79,-125.22,25.9
CAPE_SCOTT,BRITISH_COLUMBIA,1031352,236,50.8,-128.45,6.1
CAPE_SCOTT,BRITISH_COLUMBIA,1031353,237,50.78,-128.43,71.6
CARMANAH,BRITISH_COLUMBIA,1031400,238,48.63,-124.78,39.6
CARMANAH_POINT,BRITISH_COLUMBIA,1031402,239,48.61,-124.75,38.1
CARNATION_CREEK_CDF,BRITISH_COLUMBIA,1031413,240,48.9,-125,61
CLAYOQUOT,BRITISH_COLUMBIA,1031650,241,49.15,-125.9,22.9
CONUMA_RIVER_HATCHERY,BRITISH_COLUMBIA,1031844,242,49.8,-126.42,12
ELK_LAKE_JEUNE_LANDING,BRITISH_COLUMBIA,1032660,243,50.37,-127.3,109.7
ESTEVAN_POINT,BRITISH_COLUMBIA,1032730,244,49.38,-126.54,5.8
ESTEVAN_POINT_CS,BRITISH_COLUMBIA,1032731,8040,49.38,-126.54,5.8
GOLD_RIVER,BRITISH_COLUMBIA,1033230,245,49.67,-126.17,3
GOLD_RIVER_TOWNSITE,BRITISH_COLUMBIA,1033232,246,49.78,-126.06,119
GREAT_CENTRAL_LAKE,BRITISH_COLUMBIA,1033292,8041,49.35,-125.15,502.9
HENDERSON_LAKE,BRITISH_COLUMBIA,1033455,247,49.13,-125.13,3.7
HENDERSON_LAKE_HATCHERY,BRITISH_COLUMBIA,1033456,27330,49.13,-125.14,2
HERBERT_INLET,BRITISH_COLUMBIA,1033460,248,49.4,-125.9,4.6
HOLBERG,BRITISH_COLUMBIA,1033479,249,50.65,-128,2.4
HOLBERG,BRITISH_COLUMBIA,1033480,250,50.65,-128,579
HOLBERG_CCR,BRITISH_COLUMBIA,1033481,10998,50.63,-128.12,568
HOLBERG_FIRE_DEPT,BRITISH_COLUMBIA,1033483,251,50.65,-127.98,45.7
HOLBERG_PUMP_HOUSE,BRITISH_COLUMBIA,1033485,252,50.65,-128,41.8
KENNEDY_LAKE,BRITISH_COLUMBIA,1034070,253,49.13,-125.63,10.7
KILDONAN,BRITISH_COLUMBIA,1034170,254,49,-125,3
KILDONAN_FATTY_BASIN,BRITISH_COLUMBIA,1034175,255,48.98,-125.02,4.6
KYUQUOT,BRITISH_COLUMBIA,1034440,256,50.03,-127.37,3
LENNARD_ISLAND,BRITISH_COLUMBIA,1034600,257,49.11,-125.92,10.6
LOWRY_LAKE,BRITISH_COLUMBIA,1034725,258,49.43,-125.13,304.8
